chunk_id,document_id,chunk_type,modality,company_ticker,source_type,fiscal_period,section_or_page,source_span_start,source_span_end,text_length,normalized_metric,numeric_value,unit,currency,chunk_hash,source_hash,source_url
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:30ad3da2698e,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,2744,3022,278,risk_exposure,,,,30ad3da2698eb2d70bbdb1b1fdbefcf187f62c465ffa63a15d1e50ba718bd5c6,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:796a168bdbed,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,3023,3306,283,risk_exposure,,,,796a168bdbedb53575ad9b6f10958ff19359b9bd2ea18053a2a52a442693c6a3,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:6121f2083148,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,3307,3584,277,risk_exposure,,,,6121f208314802fa9e04d416d4323e6246fa555e81675de9de1d3607deb337c6,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:6376e81182e4,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,3585,3852,267,risk_exposure,,,,6376e81182e4bfd6652f11211485a2fd48cc68c3ccb97b793a233b006204b090,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:4cee1f04e233,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,3853,4125,272,risk_exposure,,,,4cee1f04e2335ab86a409076f18ec1e34afa7420b74873cf4904d4aa0d43fdc7,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:e0400e44aa6a,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,4126,4403,277,risk_exposure,,,,e0400e44aa6a9ddee501763545fe637ae45179a3a1d4c1624b396f0e1fe73ff8,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:8f6a390fb734,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,4404,4680,276,risk_exposure,,,,8f6a390fb734b15b3f13b76bf934b9b3533bb1cbf2e196353646c7abe659e955,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:26c1e653dc44,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 1A - Risk Factors,4681,4952,271,risk_exposure,,,,26c1e653dc4485008672d86a2d037b149ae2c381abfc4fa1a6cd037dbffc5e00,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_section:e0cb14cd99c0,MSFT:raw_sec_filing:10-K:2024,sec_filing_section,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,4968,7364,2396,revenue,,,,e0cb14cd99c0e1b0569e722074173d57f42d76ccf930cd7ba425e189b2c68ba5,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:2f9167e25561,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,4968,5227,259,revenue,,,,2f9167e255618130997b8de30bc1d176d3d3e926ebadfac956dcbc0178ab9cc8,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:fbb9528c98df,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,5228,5497,269,revenue,,,,fbb9528c98df8284e06e53733784d2cd015a13f5185c13a5cee3a038ec69569c,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:22ffbd338437,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,5498,5772,274,revenue,,,,22ffbd33843772c13302b5fee9f375981b3ebdf610d656a40b10fcb5211c349f,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:8e30dd0ed6c1,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,5773,6041,268,revenue,,,,8e30dd0ed6c15355f5bd6a14baa6de56d403c14cb59870a348be44f3a69d782e,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:9e0b7cce28c6,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,6042,6300,258,revenue,,,,9e0b7cce28c685c16df64fb8396c2de9f35d6d8c9fe6dc9d8db4c91d2f33fc10,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:26cdedb52722,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,6301,6564,263,revenue,,,,26cdedb527227984b7a223c4ab27382a524a33adcde0940e9d6fadd9da4d7ff0,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:5d31458fae99,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,6565,6833,268,revenue,,,,5d31458fae99126f8f38dc57e32566ed82794b99f29af05fa2113056b2a8c64c,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:4408e3161126,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,6834,7101,267,revenue,,,,4408e31611262fa5bc0fe08a73605e3efd624ce34c7640153cb2909b61ad545a,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:7eaf7ba2accb,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 7 - MD&A,7102,7364,262,revenue,,,,7eaf7ba2accb68931f9168f9a346f739747986f7541221d150b3ed636a32642d,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_section:848e19f6d33c,MSFT:raw_sec_filing:10-K:2024,sec_filing_section,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,7396,9936,2540,revenue,,,,848e19f6d33c9e2799b15f2c27bdff8594b9289ac222d1a9ddc3b5c3356a0e9e,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:1ad0cec520c6,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,7396,7671,275,revenue,,,,1ad0cec520c6ea8a45950fdac78ec019a77323ed6e484c6dd27b42168a5967b7,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:2ea91e4703be,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,7672,7957,285,revenue,,,,2ea91e4703be4a43ba8ff655bcbbbfbb5c54255b5611d3729a3241d2f3c83ae9,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:877271b867c7,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,7958,8248,290,revenue,,,,877271b867c78ba6a02a45a5e0aba6e76153a5c965a829d87a1ac9ac8eb7545d,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:8a4d7005b6e1,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,8249,8533,284,revenue,,,,8a4d7005b6e1dec7df32508cdd5cf07459a91d9ab93164b4f6a14722532ee873,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:77344fd36af5,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,8534,8808,274,revenue,,,,77344fd36af5ec3f349e018fa85a7455cc0276814901012827b00acee8bdc536,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:1dafb2c32bdc,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,8809,9088,279,revenue,,,,1dafb2c32bdc65379f6b5694eb30815a105a17e3c99d0148f8d6ad26b152d3d5,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:8680abe51603,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,9089,9373,284,revenue,,,,8680abe51603d87eff9093bb273327cc593fc2f37be4a4c3302774f250293029,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:14de88a053a5,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,9374,9657,283,revenue,,,,14de88a053a515a7ce3adcbcccaa3223ad90fb67dbcc97af28f764d78c520715,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_paragraph:b60720c277d2,MSFT:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,MSFT,sec_filing,FY2024,Item 8 - Financial Statements,9658,9936,278,revenue,,,,b60720c277d23f3490d0f901eb2f4bf7e32de170253c622679a293c1d0255f78,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_filing:MSFT:FY2024:sec_filing_table:69f1495c21b3,MSFT:raw_sec_filing:10-K:2024,sec_filing_table,table,MSFT,sec_filing,FY2024,Item 8 - Financial Statements / filing table,7366,7456,90,revenue,107,billions,USD,69f1495c21b3448ac73a951f64ec0d25b5b854bb21550ce8da79297627abce51,12e9fcf60dc51cc1c31ce21737fcf9fee04132070cd5adb915b63ab60471ae0b,fixture://raw/sec/MSFT-2024-10k.txt
raw:sec_xbrl_companyfacts:MSFT:FY2024:xbrl_fact:4bc85090f763,MSFT:raw_xbrl_companyfacts:2024:FY,xbrl_fact,xbrl,MSFT,sec_xbrl_companyfacts,FY2024,us-gaap:Revenues,0,1,67,revenue,107000000000,USD,USD,4bc85090f763bafdd7e7fb1f657fa72a76fa2a98a62a33c18990cf068a3dfabd,997451e9c4dd643c001794b93ce0a76829d48d1d66396bebae5f1ebe92dfb074,fixture://raw/xbrl/MSFT-companyfacts-2024.json
raw:sec_xbrl_companyfacts:MSFT:FY2024:xbrl_fact:92156788d2f5,MSFT:raw_xbrl_companyfacts:2024:FY,xbrl_fact,xbrl,MSFT,sec_xbrl_companyfacts,FY2024,us-gaap:OperatingIncomeLoss,1,2,77,operating_income,23000000000,USD,USD,92156788d2f5a0306599e2a73f648f70280f3b0a0dd1f8428f548ff1bc619ad9,997451e9c4dd643c001794b93ce0a76829d48d1d66396bebae5f1ebe92dfb074,fixture://raw/xbrl/MSFT-companyfacts-2024.json
raw:sec_xbrl_companyfacts:MSFT:FY2024:xbrl_fact:c31a76e70eaf,MSFT:raw_xbrl_companyfacts:2024:FY,xbrl_fact,xbrl,MSFT,sec_xbrl_companyfacts,FY2024,us-gaap:OperatingExpenses,2,3,75,operating_expense,32000000000,USD,USD,c31a76e70eaf2c35130d1de5a83dbf490003fc0515f77c9114d7960a9437e69f,997451e9c4dd643c001794b93ce0a76829d48d1d66396bebae5f1ebe92dfb074,fixture://raw/xbrl/MSFT-companyfacts-2024.json
raw:sec_xbrl_companyfacts:MSFT:FY2024:xbrl_fact:8636b5fd75db,MSFT:raw_xbrl_companyfacts:2024:FY,xbrl_fact,xbrl,MSFT,sec_xbrl_companyfacts,FY2024,dei:EntityCommonStockSharesOutstanding,3,4,78,risk_exposure,2,USD,USD,8636b5fd75dbdb3bbd8df60fb30a83afc139fd7d986ed12b691cd15b1ff2a7bd,997451e9c4dd643c001794b93ce0a76829d48d1d66396bebae5f1ebe92dfb074,fixture://raw/xbrl/MSFT-companyfacts-2024.json
raw:transcript:MSFT:FY2024:transcript_turn:2ea7899e1e3c,MSFT:raw_transcript:2024:Q4,transcript_turn,transcript,MSFT,transcript,FY2024,Prepared Remarks / Chief Executive Officer,0,109,165,operating_margin,,,,2ea7899e1e3c05d83ccc728624c328b42a741122752fdfd63026d1b8b76e9153,aa166c817047ae5eb9ac9da49344104d855e0ca3a39f7349ce2ac9024d23943c,fixture://raw/transcripts/MSFT-fy2024-q4.txt
raw:transcript:MSFT:FY2024:transcript_turn:a02fed61b03a,MSFT:raw_transcript:2024:Q4,transcript_turn,transcript,MSFT,transcript,FY2024,Prepared Remarks / Chief Financial Officer,110,226,172,revenue_guidance,,,,a02fed61b03a665722c8a317dfec74e1868ec87318ee0165d7767373409bcfc1,aa166c817047ae5eb9ac9da49344104d855e0ca3a39f7349ce2ac9024d23943c,fixture://raw/transcripts/MSFT-fy2024-q4.txt
raw:transcript:MSFT:FY2024:transcript_turn:5116a131dabc,MSFT:raw_transcript:2024:Q4,transcript_turn,transcript,MSFT,transcript,FY2024,Question and Answer / Analyst,227,343,159,risk_exposure,,,,5116a131dabcb8f721753100ae86cb8e74c36dc16fbd4039b2aabc3faf786317,aa166c817047ae5eb9ac9da49344104d855e0ca3a39f7349ce2ac9024d23943c,fixture://raw/transcripts/MSFT-fy2024-q4.txt
raw:sec_filing:NVDA:FY2024:sec_filing_section:d5e36db8cfbc,NVDA:raw_sec_filing:10-K:2024,sec_filing_section,text,NVDA,sec_filing,FY2024,Item 1 - Business,18,2423,2405,,,,,d5e36db8cfbce09fae485cc14b3e32214995b438ac6c69f493b415a2dabbe8f8,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:33a261680dd5,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,18,278,260,,,,,33a261680dd53845c4e2c4d38ff64ff80c40d84661fccb3a1a3c8d53233e6f7a,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:f85b0517950d,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,279,549,270,,,,,f85b0517950d7cc1489b9dc6bd5ab9ef1ad35baf391af9cf2bf761f1a868f8e0,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:ca1dc39fe18f,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,550,825,275,,,,,ca1dc39fe18fb618ed5bf3d45a71febe8d7a7978901f19138f86389bac956a58,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:4043a4e7e1a6,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,826,1095,269,,,,,4043a4e7e1a6c82386438915fc4bf10b7542bfd9df36d508b8a893df969bee7b,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:9748707995be,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,1096,1355,259,,,,,9748707995be0c3b6d01c7c0d48c1794f06e4902f9da1c11cb6dd2b65887e318,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:995ed42bddc4,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,1356,1620,264,,,,,995ed42bddc4d47b73f38bff6191f7cb1e95ef6e67518c965c9f9a8f6f2e71d6,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:56c66a3e8ccd,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,1621,1890,269,,,,,56c66a3e8ccd90f6b025dc02adda832cfcb8f695ced19c072c0b02805e54760d,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:700e19d65c37,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,1891,2159,268,,,,,700e19d65c375a8b44d7e43defdf929f3dda456318217c37aff4fe974f1a7f83,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:e6d3dc21e5dd,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1 - Business,2160,2423,263,,,,,e6d3dc21e5ddcf1154e843db1bf2892d607bd8f90eab0933458e8d6f4ea2a8d1,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_section:cbeda53b9511,NVDA:raw_sec_filing:10-K:2024,sec_filing_section,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,2448,4898,2450,risk_exposure,,,,cbeda53b9511510b8b3ae189a15ae64cbf915d961a48a5e416573a9441e0da30,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:db05ded5b324,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,2448,2713,265,risk_exposure,,,,db05ded5b324f62ef7e580e0cf7279e6f425215f524dc738126c933f783e169a,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:593d7cc7bb03,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,2714,2989,275,risk_exposure,,,,593d7cc7bb03810a3ee1ee7b54d1ceda4abe9a27073abc838956dce59a31d5bb,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:3c6c353f0cca,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,2990,3270,280,risk_exposure,,,,3c6c353f0cca9b9e59a511d9bda04b1e4936889d4e3e6ee911dda4d98f1f2bd8,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:a6ffcb7a87fc,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,3271,3545,274,risk_exposure,,,,a6ffcb7a87fcd05cb97f95e3069c63fa05e205ef0a4991d2e460d236388fc6cf,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:54fc34b86a26,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,3546,3810,264,risk_exposure,,,,54fc34b86a267541b8eaf325a1d4568720f42b73bcd0e0345a9aa2c9bba932c9,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:92ba511e5db8,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,3811,4080,269,risk_exposure,,,,92ba511e5db8ab2f2b7878a4167638d00d3e933add5b3952bbc095d9a50c3625,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:7307784b1036,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,4081,4355,274,risk_exposure,,,,7307784b1036f04c2149b6941b65cdb787adedd1ad638ca3949c3e7b665a8a64,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:31a6bb42441a,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,4356,4629,273,risk_exposure,,,,31a6bb42441a850e8732eb1e67c4c07423ae33438c1ff78d0e39448134ab09a3,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:7c18397532a0,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 1A - Risk Factors,4630,4898,268,risk_exposure,,,,7c18397532a0dc2aed8bbec31867871964aab1fa0ff70dacc6d156f44a424c03,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_section:6b72203347a7,NVDA:raw_sec_filing:10-K:2024,sec_filing_section,text,NVDA,sec_filing,FY2024,Item 7 - MD&A,4914,7283,2369,revenue,,,,6b72203347a7da5dd3578bb8c7aedfce06f229fd592298c22ce3d6364abfaab4,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:69eeb34d8b20,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 7 - MD&A,4914,5170,256,revenue,,,,69eeb34d8b20d325042b54c994a9ac349170625656df87d7bbb260bb21a90f80,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:e6b231ce052a,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 7 - MD&A,5171,5437,266,revenue,,,,e6b231ce052ad89f2389929c4647193b55e7891e337a18dd354f34019ba06c6e,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
raw:sec_filing:NVDA:FY2024:sec_filing_paragraph:bef38e6463c8,NVDA:raw_sec_filing:10-K:2024,sec_filing_paragraph,text,NVDA,sec_filing,FY2024,Item 7 - MD&A,5438,5709,271,revenue,,,,bef38e6463c8a5c4f1dd194a9ac0b8c3927eca86df0bc4f6d7652428cdc9cf4a,777de751cc239420f733e2c424383f749fec7e53f66d01fe98384e6dd2bfd8d9,fixture://raw/sec/NVDA-2024-10k.txt
