evidence_id,task_id,evidence_role,company_ticker,source_type,modality,fiscal_period,page_or_section,normalized_metric,min_count,expected_verdict,requires_citation
phase6:wmt:chart_table_reconciliation:ev2,phase6:wmt:chart_table_reconciliation,gold_requirement,WMT,sec_xbrl_companyfacts,xbrl,FY2024,reported XBRL fact,revenue,1,support,True
phase6:wmt:chart_table_reconciliation:ev3,phase6:wmt:chart_table_reconciliation,gold_requirement,WMT,sec_filing,table,FY2024,filing table value,revenue,1,support,True
phase6:tsla:single_company_trend:ev1,phase6:tsla:single_company_trend,gold_requirement,TSLA,sec_xbrl_companyfacts,xbrl,FY2024,current revenue fact,revenue,1,support,True
phase6:tsla:single_company_trend:ev2,phase6:tsla:single_company_trend,gold_requirement,TSLA,sec_xbrl_companyfacts,xbrl,FY2023,prior revenue fact,revenue,1,support,True
phase6:tsla:single_company_trend:ev3,phase6:tsla:single_company_trend,gold_requirement,TSLA,sec_filing,text,FY2024,MD&A revenue discussion,revenue,1,support,True
phase6:tsla:cross_company_comparison:ev1,phase6:tsla:cross_company_comparison,gold_requirement,TSLA,sec_xbrl_companyfacts,xbrl,FY2024,subject operating income fact,operating_income,1,support,True
phase6:tsla:cross_company_comparison:ev2,phase6:tsla:cross_company_comparison,gold_requirement,TSLA,sec_xbrl_companyfacts,xbrl,FY2024,subject revenue fact,revenue,1,support,True
phase6:tsla:cross_company_comparison:ev3,phase6:tsla:cross_company_comparison,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2024,peer operating income fact,operating_income,1,support,True
phase6:tsla:cross_company_comparison:ev4,phase6:tsla:cross_company_comparison,gold_requirement,NFLX,sec_filing,table,FY2024,peer income statement table,revenue,1,support,True
phase6:tsla:management_claim_verification:ev1,phase6:tsla:management_claim_verification,gold_requirement,TSLA,transcript,transcript,FY2024,management operating leverage statement,operating_margin,1,insufficient,True
phase6:tsla:management_claim_verification:ev2,phase6:tsla:management_claim_verification,gold_requirement,TSLA,sec_xbrl_companyfacts,xbrl,FY2024,current margin numerator and denominator,operating_margin,1,insufficient,True
phase6:tsla:management_claim_verification:ev3,phase6:tsla:management_claim_verification,gold_requirement,TSLA,sec_filing,text,FY2024,cost structure disclosure,operating_expense,1,insufficient,True
phase6:tsla:risk_contradiction:ev1,phase6:tsla:risk_contradiction,gold_requirement,TSLA,sec_filing,text,FY2024,risk factor disclosure,risk_exposure,1,contradict,True
phase6:tsla:risk_contradiction:ev2,phase6:tsla:risk_contradiction,gold_requirement,TSLA,sec_filing,text,FY2023,prior-year risk factor disclosure,risk_exposure,1,contradict,True
phase6:tsla:risk_contradiction:ev3,phase6:tsla:risk_contradiction,gold_requirement,TSLA,transcript,transcript,FY2024,management risk commentary,risk_exposure,1,contradict,True
phase6:tsla:risk_contradiction:ev4,phase6:tsla:risk_contradiction,gold_requirement,TSLA,sec_xbrl_companyfacts,xbrl,FY2024,exposure-related financial fact,revenue,1,contradict,True
phase6:tsla:guidance_vs_actuals:ev1,phase6:tsla:guidance_vs_actuals,gold_requirement,TSLA,transcript,transcript,FY2024,management guidance statement,revenue_guidance,1,support,True
phase6:tsla:guidance_vs_actuals:ev2,phase6:tsla:guidance_vs_actuals,gold_requirement,TSLA,analyst_estimates,estimate,FY2024,consensus range cross-check,revenue_estimate,1,support,True
phase6:tsla:guidance_vs_actuals:ev3,phase6:tsla:guidance_vs_actuals,gold_requirement,TSLA,sec_xbrl_companyfacts,xbrl,FY2024,reported revenue actual,revenue,1,support,True
phase6:tsla:chart_table_reconciliation:ev1,phase6:tsla:chart_table_reconciliation,gold_requirement,TSLA,investor_deck,chart,FY2024,deck chart value,revenue,1,support,True
phase6:tsla:chart_table_reconciliation:ev2,phase6:tsla:chart_table_reconciliation,gold_requirement,TSLA,sec_xbrl_companyfacts,xbrl,FY2024,reported XBRL fact,revenue,1,support,True
phase6:tsla:chart_table_reconciliation:ev3,phase6:tsla:chart_table_reconciliation,gold_requirement,TSLA,sec_filing,table,FY2024,filing table value,revenue,1,support,True
phase6:nflx:single_company_trend:ev1,phase6:nflx:single_company_trend,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2024,current revenue fact,revenue,1,support,True
phase6:nflx:single_company_trend:ev2,phase6:nflx:single_company_trend,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2023,prior revenue fact,revenue,1,support,True
phase6:nflx:single_company_trend:ev3,phase6:nflx:single_company_trend,gold_requirement,NFLX,sec_filing,text,FY2024,MD&A revenue discussion,revenue,1,support,True
phase6:nflx:cross_company_comparison:ev1,phase6:nflx:cross_company_comparison,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2024,subject operating income fact,operating_income,1,support,True
phase6:nflx:cross_company_comparison:ev2,phase6:nflx:cross_company_comparison,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2024,subject revenue fact,revenue,1,support,True
phase6:nflx:cross_company_comparison:ev3,phase6:nflx:cross_company_comparison,gold_requirement,AAPL,sec_xbrl_companyfacts,xbrl,FY2024,peer operating income fact,operating_income,1,support,True
phase6:nflx:cross_company_comparison:ev4,phase6:nflx:cross_company_comparison,gold_requirement,AAPL,sec_filing,table,FY2024,peer income statement table,revenue,1,support,True
phase6:nflx:management_claim_verification:ev1,phase6:nflx:management_claim_verification,gold_requirement,NFLX,transcript,transcript,FY2024,management operating leverage statement,operating_margin,1,insufficient,True
phase6:nflx:management_claim_verification:ev2,phase6:nflx:management_claim_verification,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2024,current margin numerator and denominator,operating_margin,1,insufficient,True
phase6:nflx:management_claim_verification:ev3,phase6:nflx:management_claim_verification,gold_requirement,NFLX,sec_filing,text,FY2024,cost structure disclosure,operating_expense,1,insufficient,True
phase6:nflx:risk_contradiction:ev1,phase6:nflx:risk_contradiction,gold_requirement,NFLX,sec_filing,text,FY2024,risk factor disclosure,risk_exposure,1,contradict,True
phase6:nflx:risk_contradiction:ev2,phase6:nflx:risk_contradiction,gold_requirement,NFLX,sec_filing,text,FY2023,prior-year risk factor disclosure,risk_exposure,1,contradict,True
phase6:nflx:risk_contradiction:ev3,phase6:nflx:risk_contradiction,gold_requirement,NFLX,transcript,transcript,FY2024,management risk commentary,risk_exposure,1,contradict,True
phase6:nflx:risk_contradiction:ev4,phase6:nflx:risk_contradiction,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2024,exposure-related financial fact,revenue,1,contradict,True
phase6:nflx:guidance_vs_actuals:ev1,phase6:nflx:guidance_vs_actuals,gold_requirement,NFLX,transcript,transcript,FY2024,management guidance statement,revenue_guidance,1,support,True
phase6:nflx:guidance_vs_actuals:ev2,phase6:nflx:guidance_vs_actuals,gold_requirement,NFLX,analyst_estimates,estimate,FY2024,consensus range cross-check,revenue_estimate,1,support,True
phase6:nflx:guidance_vs_actuals:ev3,phase6:nflx:guidance_vs_actuals,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2024,reported revenue actual,revenue,1,support,True
phase6:nflx:chart_table_reconciliation:ev1,phase6:nflx:chart_table_reconciliation,gold_requirement,NFLX,investor_deck,chart,FY2024,deck chart value,revenue,1,support,True
phase6:nflx:chart_table_reconciliation:ev2,phase6:nflx:chart_table_reconciliation,gold_requirement,NFLX,sec_xbrl_companyfacts,xbrl,FY2024,reported XBRL fact,revenue,1,support,True
phase6:nflx:chart_table_reconciliation:ev3,phase6:nflx:chart_table_reconciliation,gold_requirement,NFLX,sec_filing,table,FY2024,filing table value,revenue,1,support,True
